id,affiliation
3847,TAO
3848,DOLPHIN
3849,University of Minnesota
3850,Rockwell Collins Advanced Technology Center
3851,UO
3852,"NPU, DRUID"
3853,LaHC
3854,"CNAM/CEDRIC, Paris, France"
3855,"ENSTA/UMA/CEDRIC, Saclay, France"
3856,"Polytechnique Montreal/GERAD, Canada"
3857,"Polytechnique Montreal, Canada"
3858,"CVN, CentraleSupelec-Inria, Universite Paris-Saclay, France"
3859,"University of Montreal, Canada"
3860,"SEQUEL, CRIStAL"
3861,Universität Wien
3862,Johannes Kepler Universität Linz
3863,Roskilde University
3864,Roskilde University and IMDEA Software Institute
3865,"IMDEA Software Institute, Spain"
3866,"DTIM, UFT, Onera - The French Aerospace Lab"
3867,Nasa Ames / CMU
3868,"IRIT/ENSEEIHT, UFT, CNRS"
3869,"fortiss GmbH, Munich, Germany"
3870,"CQSE GmbH, Munich, Germany"
3871,"Microsoft Research, Cambridge, UK"
3872,The OPTIMISTIC consortium
3873,"LINA, LARODEC"
3874,"LACL, U-PEC, Paris, France"
3875,"Technische Universitat Wien, Austria"
3876,"Università degli Studi di Napoli Federico II, Italy"
3877,SEMAGRAMME
3878,"MSH Lorraine, SEMAGRAMME"
3879,Azienda Ospedaliera Universitaria Senese
3880,CNR-ISTI
3881,"University of Urbino, Italy"
3882,"University of Bologna, Cesena, Italy"
3883,"Raytheon BBN Technologies Cambridge, MA, USA"
3884,"School of Computing, Dublin City University, Ireland"
3885,Université de Nantes
3886,"CEA, LIST, Software Reliability Laboratory"
3887,"ISTI-CNR, Pisa, Italy"
3888,"University of Florence, Italy"
3889,"CNRS, LIP6, PEQUAN"
3890,"Dublin City University, Republic of Ireland"
3891,"The University of Liverpool, UK"
3892,"Program Systems Institute of RAS, Russia"
3893,"IRIF, DIBRIS"
3894,"Royal Holloway College, University of London"
3895,"Sun Yat-sen University, Qiannan Normal College for Nationalities"
3896,"Peking University, University of Groningen"
3897,"University of Amsterdam, ILLC"
3898,"Radboud University Nijmegen, Donders Institute for Brain, Cognition and Behaviour"
3899,"Hebrew University and Microsoft Research, Israel"
3900,"The Open University of Israel, Raanana, Israel"
3901,"Institute for logic, Language and Computation. University of Amsterdam"
3902,"Institute for Logic, Language and Computation. University of Amsterdam"
3903,"Centrum Wiskunde and Informatica, Amsterdam, The Netherlands"
3904,"Department of CSE, IIT Kanpur, Kanpur, India"
3905,"University of Liverpool, Liverpool, U.K."
3906,Centrum Wiskunde Informatica
3907,Zhejiang University
3908,"University of California, USA"
3909,The University of Texas at El Paso
3910,"IMSc, Chennai, India"
3911,"LAGRANGE, OCA"
3912,LASIG
3913,The University of Leeds
3914,Durham University
3915,GSN/MCMP
3916,GALAAD2
3917,"JAD, GALAAD2"
3918,"PARIETAL, L2S"
3919,"Centro de Matemática, Universidade do Minho"
3920,LMU Munich and Ghent University
3921,Virginia Commonwealth University
3922,"Computer Science, University of Birmingham"
3923,University of Oregon
3924,"CIMeC - Center for Mind/Brain Sciences, University of Trento"
3925,"Institute for Logic, Language & Computation, University of Amsterdam"
3926,"LRI, Univ. Paris-Sud"
3927,Inria Nancy -- Grand Est
3928,"Inria Nancy -- Grand Est, Max-Planck-Institut für Informatik"
3929,"Indian Institute of Technology Delhi, New Delhi, India"
3930,"Northeastern University, Boston, USA"
3931,Dipartimento di Informatica - Università di Pisa
3932,"Università di Torino, Italia"
3933,"Università di Firenze, Italia"
3934,"INRIA Sophia Antipolis, France"
3935,ICD
3936,University of Aarhus
3937,EE-Technion
3938,ASAPP
3939,Sasha
3940,Doctoral Consortium Co-Chairs
3941,ACASA
3942,UB
3943,"ICC, Durham University"
3944,"ECS, Durham University"
3945,GIPSA-SYSCO
3946,"GIPSA-SYSCO, UGA"
3947,LAMSIN
3948,"UP11, LRI"
3949,"UB, Potioc"
3950,"Potioc, UB"
3951,"Åbo Akademi University, Faculty of Science and Engineering"
3952,Brunel University London
3953,"NJIT, USA"
3954,"FST, Tunisia"
3955,"Laval University, Canada"
3956,HASLab INESC TEC and Universidade do Minho
3957,CIDMA and Dep Matemática Universidade de Aveiro
3958,Université Paris-Est LACL
3959,Université de Sherbrooke GRIL
3960,CASSIS
3961,MAREL
3962,GEODES
3963,TU Braunschweig
3964,Inria Grenoble - Rhône-Alpes
3965,"ICE-TCS, School of Computer Science, Reykjavik University"
3966,Fraunhofer CESE
3967,Plain Vanilla Games
3968,"NJIT, Newark NJ"
3969,"FST, Tunis, Tunisia"
3970,"Department of Electrical and Computer Engineering, INMC, Seoul National University"
3971,"Samsung Electronics, Company, Ltd."
3972,Korea
3973,"Auton Lab, Carnegie Mellon University"
3974,Lawrence Livermore National Laboratory
3975,CREST
3976,"Computer Science, Faculty of Information & Communications Technology, University of Malta"
3977,MPCDF
3978,IPP
3979,"SIGMA Laboratory, ESPCI ParisTech"
3980,"CSTB, LIG Laboratoire d'Informatique de Grenoble, G-SCOP"
3981,CSTB
3982,"LRDE, LIGM, TSI"
3983,LRDE
3984,TCS
3985,"TCS, LIP"
3986,ALICE
3987,ARAMIS
3988,CRMBM
3989,CMRR
3990,"CENIR, ICM"
3991,"ARAMIS, ICM"
3992,University of South Africa
3993,IMARA
3994,GrAMA
3995,Eddy
3996,"CNRS, LAAS-GEPETTO"
3997,UFR de Mathématiques Université de Lille
3998,"WIAS, CMAP"
3999,"DANTE, IXXI, LIP"
4000,CARAMEL
4001,"University of Utah, USA"
4002,"University of Bonn, Germany, Institute of Computer Science I"
4003,"University of Lund, Sweden, Department of Computer Science"
4004,"I3S, SPARKS"
4005,"SPARKS, I3S"
4006,Portsmouth Business School
4007,Oxford Astrophysics
4008,"NPA, DIAG"
4009,ITMO
4010,"UL, Heudiasyc, Labex MS2T"
4011,"Heudiasyc, Labex MS2T, UON"
4012,"Labex MS2T, Heudiasyc"
4013,ISIR
4014,"Faculty of Informatics, Benha University, Egypt"
4015,"Infres, LTCI"
4016,Infres
4017,"Department of Computer Science, KU Leuven, Belgium"
4018,LIAFA - CNRS and Université Paris 7
4019,"Google Inc, Zurich"
4020,LIRMM - CNRS and Université Montpellier 2
4021,"TU/e, Eindhoven, The Netherlands"
4022,Universitat Oberta de Catalunya
4023,"University of Torino, Italy"
4024,"Charles University in Prague, Faculty of Mathematics and Physics, Department of Distributed and Dependable Systems"
4025,Embedded Systems Innovation by TNO
4026,Embedded Systems Innovation by TNO and Radboud University Nijmegen
4027,HASLab/INESCT TEC and Dept. of Informatics/University of Minho
4028,I-CiTy
4029,ENSICAEN
4030,"Tepper School of Business, Carnegie Mellon University"
4031,"Department of Computing and Mathematical Sciences, California Institute of Technology"
4032,University of Gdańsk
4033,University of Technology Sydney
4034,The University of Tokyo
4035,Intermarché Alimentaire International - STIME
4036,DII
4037,LBI2M
4038,Cachan
4039,Warsaw
4040,Edinburgh
4041,Warwick
4042,ENIM - MONASTIR
4043,IRISA-D2
4044,TACOMA
4045,"UP11,LIMSI"
4046,"UP11,AVIZ"
4047,PARSIFAL
4048,"Bordeaux University, France"
4049,University of Bologna & INRIA
4050,Laboratoire PPS
4051,"LIX, AMIB"
4052,Moscow Institute of Physics and Technology
4053,"Universidad Eafit, Colombia"
4054,"University of Cyprus, Cyprus"
4055,"Universidad de Antioquia, Colombia"
4056,Puc-Rio
4057,Harvard Medical School
4058,"CNRS & LIP, ENS Lyon"
4059,"Università di Pisa, Pisa, Italy"
4060,"UT, Tehran, Iran"
4061,University of Southampton
4062,Universidade de Brasília
4063,University Aix-Marseille and LIF
4064,Inria and LSV
4065,NASA Langley Research Center
4066,University of Bath
4067,"LINCS, NPA, IUF"
4068,"ENSIIE, LRI"
4069,"Potioc, LaBRI, UB"
4070,ESTASYS
4071,PSA
4072,"AICES, RWTH Aachen"
4073,DRIM
4074,JAIST
4075,University of Rostock
4076,"LINCS, UPMC, LIP6, NPA"
4077,"IUF, LINCS, UPMC, LIP6, NPA"
4078,"Department of computing, School of Science, Universidad de Buenos Aires"
4079,"Department of computing, School of Science, Universidad de Buenos Aires and Consejo Nacional de Investigaciones Científicas y Tecnológicas"
4080,"Department of Computer Science, University of Leicester"
4081,"University of Novi Sad, Serbia"
4082,"IMT Institute for Advanced Studies Lucca, Italy"
4083,"Dipartimento di Informatica - Scienza e Ingegneria, University of Bologna/INRIA"
4084,Indiana University School of Informatics and Computing
4085,"Università di Torino, Italy"
4086,"Univerzitet u Novom Sadu, Serbia"
4087,"Department of Electronic Systems, Aalborg University"
4088,FHI
4089,MOSEL
4090,Fondazione Bruno Kessler
4091,BIGS
4092,"University College London, UK"
4093,"IRFM, MDLS"
4094,"IRMA, TONUS"
4095,IRFM
4096,MDLS
4097,"Saarland University, Saarbrücken, Germany"
4098,"Université Libre de Bruxelles, Brussels, Belgium"
4099,"NICTA, Sydney, Australia and Carnegie Mellon University, Pittsburgh, USA"
4100,"Johannes-Kepler-University, Linz, Austria"
4101,"NICTA, Sydney, Australia"
4102,NCSU
4103,"ARIC, LIP"
4104,Huawei Technologies Co. Ltd
4105,The Chinese University of Hong Kong
4106,"SICAL, SCP"
4107,SICAL
4108,"ALPAGE, CMB"
4109,Karlsruhe Institute of Technology
4110,Optoelectronics Research Centre - University of Southampton
4111,Finisar Corporation
4112,Agilent Technologies
4113,Time-Bandwidth Products
4114,Micram Microelectronic GmbH
4115,Department of Electronics and Circuits - Saarland University
4116,"GANG, LINCS"
4117,"LINCS, GANG"
4118,"School of Computer Science, Tianjin University"
4119,"School of Software, Tianjin University"
4120,SYNTIM
4121,FT R and D
4122,"LETG - Costel, OBELIX"
4123,DREAM
4124,"INRIA, Potioc"
4125,"Potioc, INRIA"
4126,CSC
4127,"Machine Vision Lab., Computer Engineering Department, Ferdowsi University of Mashhad, Mashhad, Iran"
4128,"Laboratory of LESIA, University of Biskra, Algeria"
4129,"LAMIH, University of Valenciennes, France"
4130,"Center for Machine Vision Research, University of Oulu, Finland"
4131,Universidade Federal Fluminense
4132,Instituto Federal do Triângulo Mineiro
4133,PUC-Rio
4134,LCS
4135,"ENSTA ParisTech U2IS/RV, Flowers"
4136,ENSTA ParisTech U2IS/RV
4137,"Flowers, ENSTA ParisTech U2IS/RV"
4138,"LIAFA, GANG"
4139,Flowers
4140,Kurt Goedel Research Center
4141,"IT University of Copenhagen, Exformatics A/S"
4142,"Imperial College, London, Department of Computing"
4143,David
4144,ENS Lyon
4145,"LIF, AMU"
4146,Georgetown University
4147,"Charles University, Prague"
4148,Ryerson University
4149,La Trobe University
4150,Goethe-UniversitÃt Frankfurt am Main
4151,Humboldt-UniversitÃt zu Berlin
4152,MASCOTTE
4153,Grenoble INP - Ensimag
4154,Universidade Nova de Lisboa
4155,Universidade de Lisboa
4156,Institute for Computing and Information Sciences
4157,Università degli Studi di Perugia
4158,HASlab / INESC TEC and Universidade do Minho
4159,UR LISC
4160,INED
4161,Shandong University and Villanova University
4162,FI MU Brno
4163,INRIA Paris-Rocquencourt
4164,"Université Gaston Berger, Saint-Louis, Sénégal"
4165,"Université de Pau et des Pays de l 'Adour, Pau, France"
4166,Department of Electrical and Information Technology Lund University Sweden
4167,Volvo Group Trucks Technology
4168,"CNRS and LIRMM, France"
4169,INRIA Lille
4170,École Polytechnique & INRIA
4171,"Universidad Nacional de Quilmes, Buenos Aires, Argentina"
4172,CNRS & LORIA
4173,"PPS, Université Paris-Diderot"
4174,Queen's University
4175,Bogazici University
4176,University of Latvia
4177,"Behavioural Science Group, Warwick Business School, University of Warwick"
4178,"LIAFA, Université Paris 7 and Institute of Informatics, University of Warsaw"
4179,State Key Laboratory of Computer Science
4180,ISPED
4181,"Faculty of Informatics, Masaryk University"
4182,"Department of Computer Science, Oxford University"
4183,INRIA Saclay - France
4184,Pomona College - USA
4185,Department of Earth Science and Engineering Imperial College London
4186,Department of Computing Imperial College London
4187,Simula Research Laboratory Lysaker Norway
4188,SnT
4189,"LIENS, INRIA Paris - Rocquencourt"
4190,"INRIA Nancy - Grand Est / LORIA, INRIA Rocquencourt"
4191,University of Hawaii at Manoa
4192,"IMB, INRIA Bordeaux - Sud-Ouest"
4193,IECL
4194,"DAMTP, Centre for Mathematical Studies, University of Cambridge"
4195,"JSC, Forschungszentrum Juelich)"
4196,"Dept. of Mathematics, Univ. of Zagreb"
4197,"LINA, INRIA - EMN"
4198,"CIFASIS CONICET, INRIA Saclay - Ile de France, CMAP, CIFASIS"
4199,"INRIA Saclay - Ile de France, CMAP"
4200,"CEMI, Lomonosov Moscow State University"
4201,PLADEMA CONICET
4202,Steklov Mathematical Institute
4203,Technical University of Ilmenau
4204,Auckland University of Technology
4205,"DTU Informatics, Technical University of Denmark"
4206,"DTU Compute, Technical University of Denmark"
4207,LMA
4208,Inria Rennes Bretagne Atlantique
4209,"LSV, CNRS and ENS Cachan"
4210,"INRIA Paris - Rocquencourt, LIENS"
4211,"Hamburg U., Inst. Theor. Phys. II and Dubna, JINR"
4212,TWA
4213,"DMA, INRIA Paris - Rocquencourt"
4214,APC
4215,Tohoku University
4216,"IECN, INRIA Nancy - Grand Est / IECN / LMAM"
4217,Univ. Pompeu Fabra
4218,"Kurt Gödel Research Center, Universität Wien"
4219,University of Cagliari
4220,"CITI, CITI Insa Lyon / Inria Grenoble Rhône-Alpes"
4221,CITI Insa Lyon / Inria Grenoble Rhône-Alpes
4222,"Univ. Bordeaux, LaBRI"
4223,ACS
4224,DIMAP
4225,IBISC Lab
4226,IMAG Grenoble
4227,Institute of Cytology and Genetics SD RAS
4228,Università di Bologna and University of Pennsylvania
4229,INRIA Rennes - Bretagne Atlantique
4230,University of Rennes 1
4231,"Institute of Computer Science and Multimedia, Sfax"
4232,IBM Research - India New Delhi
4233,Iowa State University
4234,"Department of Computer Science, University of Oxford"
4235,Universität Würzburg
4236,"Université de la Méditerranée, Marseille"
4237,Elektrobit
4238,"Hochschule RheinMain, Wiesbaden"
4239,Christian-Albrechts-Universität zu Kiel
4240,Leibniz Universität Hannover
4241,"DIKU, University of Copenhagen"
4242,"INRIA Paris - Rocquencourt, INRIA Saclay - Ile de France"
4243,The University of Sydney
4244,CNRS/VERIMAG
4245,"LSV, ENS Cachan, CNRS"
4246,"LSV, ENS Cachan, CNRS, INRIA"
4247,"Universität Rostock, Institut für Informatik"
4248,Boston college
4249,Seoul National University
4250,Academia Sinica
4251,Portcullis Computer Security Limited
4252,"LaBRI, Université de Bordeaux, CNRS, France"
4253,"INRIA Paris - Rocquencourt, DMA"
4254,ICREA
4255,"INRIA Paris - Rocquencourt, DMA, GREGH"
4256,USS
4257,IRD
4258,"RWTH Aachen, Lehrstuhl für Informatik 7, Germany"
4259,"RWTH Aachen, Mathematische Grundlagen der Informatik, Germany"
4260,UPC
4261,Boston College
4262,LRI-UPS
4263,LRI-CNRS
4264,Jiangsu University and Arcadia University
4265,Hagen University
4266,QMUL
4267,"LJK, Université de Grenoble, France"
4268,"LIP6, LINCS"
4269,"LIP6, LINCS, IUF"
4270,Nanyang Technological University
4271,Macquarie University
4272,INRIA Nancy - Grand Est / LORIA
4273,LACAL
4274,"IRFM, INRIA Lorraine / IECN / LSIIT / IRMA"
4275,INRIA Lorraine / IECN / LSIIT / IRMA
4276,"INRIA Lorraine / IECN / LSIIT / IRMA, IRMA"
4277,Institute for Science and Technology Austria
4278,MPI for Informatics Germany
4279,Zuse-Insitute Berlin Germany
4280,Lab-STICC
4281,"INRIA Saclay - Ile de France, INT - University of Ulm."
4282,SUAI
4283,LMSS
4284,MIRACL
4285,"Department of Computer Science H.P. University, Shimla, H.P., India"
4286,Linnaeus University
4287,"Romanian Academy, Institute of Computer Science"
4288,Computer Laboratory - University of Cambridge
4289,School of Science and Technology - University of Camerino
4290,CUNY Computer Science
4291,NYU Courant Institute
4292,East China Normal University
4293,"CNRS, University of Lille"
4294,"Russian Academy of Sciences, St. Petersburg"
4295,University of Montpellier 2
4296,"Dipartimento di Informatica Sistemistica e Comunicazione, Università degli Studi Milano-Bicocca, Italy"
4297,"Department of Experimental Oncology, European Institute of Oncology, Italy"
4298,UJF-Grenoble 1 / CNRS TIMC-IMAG UMR 5525
4299,"University of California Berkeley, EECS Department"
4300,"UJF-Grenoble 1 / CNRS UMR 4952, Institut de Recherches en Technologies et Sciences pour le Vivant"
4301,"VERIMAG, Joseph Fourier University"
4302,"Computational Biology Group, Department of Computer Science, University of Oxford"
4303,LAL
4304,University of Mannheim
4305,University of Economics Prague
4306,INRIA and LIG Grenoble
4307,Institut f
4308,"LaBRI, Université de Bordeaux and CNRS"
4309,"University of Turku, Finland"
4310,"Graduate School of Engineering, Hiroshima University, Japan"
4311,"Laboratoire d'Informatique Fondamentale de Marseille, Aix-Marseille University, France"
4312,"LIRMM, France"
4313,"LIP6 - ENS Cachan, France"
4314,"Universitá degli Studi di Milano-Bicocca, Dipartimento di Informatica Sistemistica e Comunicazione, Italy"
4315,"Universitá degli Studi di Bologna, Dipartimento di Scienze dell'Informazione, Italy"
4316,"Institut für Informatik, Universität Giessen, Germany"
4317,"University of Giessen, Germany"
4318,"LIP, ENS de Lyon, IXXI, Institut rhône-alpin des systèmes complexes"
4319,"IBISC, Université d'Evry - Val d'Essonne"
4320,"IBISC, Université d'Evry - Val d'Essonne, IXXI, Institut rhône-alpin des systèmes complexes"
4321,"Université Nice Sophia Antipolis, France"
4322,"Université Paris-Sud 11, France"
4323,"Karlsruhe Institute of Technology, Germany"
4324,"GREYC and ENS Lyon, France"
4325,"GREYC, France"
4326,Univ. de Grenoble
4327,"CNRS, Université Paris Diderot"
4328,"CNRS, Université de Savoie"
4329,"Hochschule Bremerhaven, Germany"
4330,"Univ. of Osaka Electro-Communication, Japan"
4331,"Hiroshima University, Japan"
4332,"CNRS and Univ. Paris 13, France"
4333,"LATP - Univ. Aix-Marseille, France"
4334,"University of Ottawa, Canada"
4335,"Universidade Presbiteriana Mackenzie, Brazil"
4336,"Université d'Aix-Marseille, France"
4337,School of Computer Science University of Birmingham
4338,"Famaf, UNC - Conicet"
4339,"CITI and DI-FCT, Universidade Nova de Lisboa, Portugal"
4340,"INRIA Saclay and LIX, Ecole Polytechnique, France"
4341,"LIACS, Leiden University"
4342,Technische Universität Braunschweig
4343,PERA
4344,Nice Sophia Antipolis University
4345,Università di Bologna - Dipartimento di Scienze dell'Informazione
4346,National Institute of Advanced Science and Technology
4347,De Montfort University
4348,"RIMS, Rourkela"
4349,"Utkal University, Vani Vihar"
4350,"NIT, Rourkela"
4351,"INRIA Lorraine / IECN / MMAS, IECN"
4352,"BMS College of Engineering, Bangalore, India"
4353,"Indian Institute of Science, Bangalore, India"
4354,"FBK-Irst, Trento, Italy"
4355,"DISI, University of Trento, Italy"
4356,SPCMIB
4357,"INRIA Saclay - Ile de France, LRI"
4358,Tulane University
4359,Universität Hamburg
4360,"LIG, Université Joseh Fourier and École Polytechnique, France"
4361,"CNRS, LIG, Université de Grenoble, France"
4362,"Smithsonian Astrophysical Observatory, Cambridge, MA, USA"
4363,"University Paris Diderot, France"
4364,"VU University Amsterdam, The Netherlands"
4365,DCIS
4366,behdad
4367,S'nT
4368,Octogone
4369,"INRIA Lille - Nord Europe, LIFL"
4370,University of Wisconsin Madison
4371,University of Salerno
4372,"CEA Saclay, Laboratoire AIM, Irfu/SAp, France"
4373,"National Astronomical Observatories, China"
4374,"Université de Toulouse, UPS-OMP, IRAP, France"
4375,"BIT Lab, LJK"
4376,"BIT Lab, Le2i"
4377,BIT Lab
4378,INRIA Paris - Rocquencourt
4379,"LNAO, INRIA Saclay - Ile de France"
4380,"Ludwig-Maximilians-Universität München, Germany"
4381,"University Paul Sabatier-Toulouse III, France"
4382,"Le2i, BIT Lab"
4383,"Research Scholar, Mewar University, Rajasthan, India"
4384,"Assistant Professor, Department of Electronics and Communication, JIET Jind, Haryana, India"
4385,"Professor, Department of Computer Science and Engineering, PDM College of Engineering Bahadurgarh, Jhajjar, Haryana, India"
4386,"LIPN, Inria Grenoble Rhône-Alpes / LIP Laboratoire de l'Informatique du Parallélisme"
4387,"Center of Natural Science, University of Sciences, Pyongyang, DPR Korea"
4388,"Dep. of Physics, Sapienza, University of Roma, Roma, Italy"
4389,Tiffany
4390,sage
4391,SAGE
4392,"Foreign Economic General Bureau, Pyongyang, DPR Korea"
4393,University of Klagenfurt
4394,University of Gothenburg
4395,TU München
4396,fortiss GmbH
4397,"Institute for Software Technology, Technische Universität Graz"
4398,Max Planck Institute for Intelligent Systems
4399,Max Planck Institute for Intelligent Systems and University of Hamburg
4400,"DMA, INRIA Paris - Rocquencourt, GREGH"
4401,"INRIA and LIX, Ecole Polytechnique, France"
4402,"Department of Computer Science, University of Oxford, UK"
4403,"Aalborg University, Denmark"
4404,"INRIA rennes, France and Aalborg University, Denmark"
4405,"East China Normal University, China"
4406,"IAIK, TU-Graz"
4407,"UT, Austin"
4408,"EPH, SAMOVAR"
4409,SCIL
4410,"International Institute of Information Technology, Gachibowli, Hyderabad, India"
4411,"Freie Universität Berlin, Germany"
4412,"INRIA Saclay - Ile de France, MSR - INRIA"
4413,"LRI, INRIA Saclay - Ile de France"
4414,"LRI, INRIA Saclay - Ile de France, MSR - INRIA"
4415,"SSEC, LGI"
4416,UC Irvine
4417,Williams College
4418,University of Paris-Sud / CNRS / IN2P3
4419,"LAL, CNRS"
4420,CNRS / University of Paris-Sud
4421,Karlsruhe Institue of Technology
4422,ICS FORTH
4423,University of Crete
4424,Aston University
4425,Facebook
4426,UCSD
4427,"PA Consulting Group, Cambridge Technology Centre"
4428,University College London
4429,Marshfield Clinic
4430,TTIC
4431,University of Texas
4432,Poznan University of Technology
4433,Marburg University
4434,California Inst. of Technology
4435,Uppsala Universitet
4436,Pacific Northwest National Lab
4437,INRIA - Ecole Normale Superieure
4438,University of Heidelberg
4439,IDSIA
4440,NEC Laboratories America
4441,Universite de Rouen
4442,University of Basel
4443,Ecole Polytechnique Federale de Lausanne
4444,Max Planck Institute for Biogeochemistry
4445,NUS
4446,"Washington University, St. Louis"
4447,Criteo
4448,INSA de Rouen
4449,The University of Texas at Arlington
4450,Aalto University
4451,U.S. Naval Academy
4452,U.S. Naval Research Laboratory
4453,Adobe Systems
4454,UTC/CNRS
4455,Ecole Centrale de Paris
4456,University of Saint-Etienne
4457,INRIA Nancy
4458,Temple University
4459,TU Dortmund
4460,Honda Research Institute Japan
4461,University of Campinas
4462,"Technical University of Denmark, DTU Informatics, Denmark"
4463,"Radboud Universiteit, Model-based system design, Nijmegen, The Netherlands"
4464,"Saarland University, Computer Science, Saarbr"
4465,DiRIF
4466,Carl von Ossietzky University of Oldenburg
4467,University of Canterbury
4468,Prisme
4469,Runting
4470,University of Tsukuba
4471,Univ. of Southern California
4472,Washington University
4473,"Carnegie Mellon University,"
4474,Nara Institute of Science and Technology
4475,University of Potsdam
4476,ANU & NICTA
4477,Tampere University of Technology
4478,Dalian University of Tech.
4479,Australian National University and NICTA
4480,The Australian National University and NICTA
4481,Jet Propulsion Laboratory
4482,The University of Adelaide
4483,the University of Adelaide
4484,UC Merced
4485,"University of Technology, Sydney"
4486,Fudan Univ.
4487,"LTCI, Telecom ParisTech, Paris"
4488,The Technion
4489,Bar Ilan University and Google research
4490,The University of Hong Kong
4491,Ecole Centrale Paris
4492,NTU
4493,"University of Illinois, U-C"
4494,Yahoo! Labs
4495,Univ of Southern California
4496,"IDSIA,"
4497,ANU
4498,NICTA and Australian National University
4499,Ecole Nationale Superieure de Techniques Avancees
4500,Universite Pierre et Marie Curie
4501,Microsoft Research Cambridge
4502,Siemens
4503,temple university
4504,Siemens Corporate Research and Technology
4505,LORIA/INRIA
4506,KTH
4507,University of Frankfurt
4508,Friedrich-Schiller-University
4509,University of Rome-Tor Vergata
4510,Tencent Inc.
4511,South China University of Tech
4512,South China University of Technology
4513,MPI Intelligent Systems
4514,HKUST
4515,IUPUI
4516,"INRIA Rocquencourt, LINCS"
4517,"LINCS, INRIA Rocquencourt"
4518,"INRIA Grenoble Rhône-Alpes / LIP Laboratoire de l'Informatique du Parallélisme, LIP"
4519,"LaBRI, Université de Bordeaux and CNRS, France"
4520,"LSV, ENS Cachan, France and LaBRI, Université de Bordeaux and CNRS, France"
4521,"LRI, INRIA Saclay - Ile de France, PRISM"
4522,"INRIA Saclay - Ile de France, LIX"
4523,"LRI, INRIA Saclay - Ile de France, IGM"
4524,"Depto. de Ingeniería y Ciencia de Computadores, Universidad Jaume I"
4525,RWTH-Aachen University
4526,"Institut Ruder Boskovíc, Centarza Informatiku i Racunarstvo"
4527,"JSC, Forschungszentrum Jülich"
4528,CEA LIST
4529,"ENS / LIP Laboratoire de l'Informatique du Parallélisme / INRIA Grenoble Rhône-Alpes, IXXI"
4530,Insa Lyon / INRIA Grenoble Rhône-Alpes / UCBL
4531,"ENS / LIP Laboratoire de l'Informatique du Parallélisme / INRIA Grenoble Rhône-Alpes, IXXI, LIP"
4532,RNSC
4533,ISC-PIF
4534,"IXXI, Phys-ENS"
4535,"Assistant professor, Faculty of Science, Engineering & Technology, University of Science & Technology Chittagong"
4536,"ENS / LIP Laboratoire de l'Informatique du Parallélisme / INRIA Grenoble Rhône-Alpes, IXXI, Phys-ENS"
4537,"Department of Computer engineering, Yazd Branch, Islamic Azad University, Yazd, Iran"
4538,SSEC
4539,"Rajkot Gujarat, India"
4540,"Ganpat Vidyanagar, Kherava, Gujarat, India"
4541,Kadi Vishvadiva Vidyalaya
4542,"LERMA, Paris Observatory"
4543,"LUTH, Paris Observatory"
4544,CREC
4545,"CREC, IRISA, UEB"
4546,"INRIA Bordeaux - Sud-Ouest, LaBRI"
4547,INRIA - SUPELEC
4548,IJLRA
4549,"Department of Information Science, Bar-Ilan University"
4550,"Central Library, Forschungszentrum Jülich"
4551,"Department of Information Science, Heinrich-Heine-University"
4552,"School of Information and Library Science, University of North Carolina-Chapel Hill"
4553,"LIF, LSIS"
4554,"DIMAp, IRISA"
4555,DIMAp
4556,DPHEP Study Group
4557,"Institute of Mathematics and Computer Applications, Department of Aerospace Engineering, Universität der Bundeswehr München, Neubiberg, Germany"
4558,"Institute of Lightweight Structures, Department of Aerospace Engineering, Universität der Bundeswehr München, Neubiberg, Germany"
4559,"Max-Planck-Institut für extraterrestrische Physik, Garching, Germany"
4560,"Institute of Construction Informatics Dresden University of Technology Dresden, Germany"
4561,"Engineering School of Sao Carlos University of Sao Paulo Sao Paulo, Brazil"
4562,"Università degli Studi di Milano, Department of Computer Science"
4563,"Fondazione Bruno Kessler, Trento"
4564,Newcastle University
4565,University of Technology Eindhoven
4566,TU Eindhoven
4567,University of Franche-Comté
4568,The University of York
4569,Universitat Politècnica de València
4570,CIn
4571,LPMC
4572,"LIX, MSR - INRIA, INRIA Saclay - Ile de France"
4573,"COGIT, UMMISCO"
4574,COGIT
4575,"UMMISCO, MSI"
4576,UMMISCO
4577,"LIP6, IUF"
4578,"Tikrit University, Faculty of Computer Sciences and Mathematics"
4579,"V.N. Karazin Kharkiv National University, School of Mathematics"
4580,"CNRS, Toulouse"
4581,INRIA Grenoble Rhône-Alpes / LIG Laboratoire d'Informatique de Grenoble
4582,"Department of ECE, M V S R Engineering College, Hyderabad"
4583,"Department of ECE, Progressive Engineering College, Cheekati Mamidi, HMDA, Hyderabad"
4584,"Department of ECE, JNTU, Hyderabad, India"
4585,DMIA
4586,University of Nice Sophia-Antipolis
4587,"Centre for Quantum Information and Foundations, DAMTP, University of Cambridge and Perimeter Institute for Theoretical Physics"
4588,BCAM
4589,"Institute for Surgical Technology and Biomechanics, University of Bern, Switzerland"
4590,Jos
4591,Paul
4592,"Industrial Engineering and Management, Technion"
4593,University of São Paulo
4594,Universidade Federal de Goiás
4595,"COPPE-UFRJ, Brazil"
4596,"FEN-UERJ, Brazil"
4597,Facultad de Ciencias UNAM
4598,PIMENT
4599,"SPE, CHD Castellucio"
4600,UNITO
4601,UFMG
